1000772-35205025|1000772|Granisetron|35205025|Dizziness
1000772-35406392|1000772|Granisetron|35406392|Vertigo
1000772-35708093|1000772|Granisetron|35708093|Diarrhoea
1000772-35708202|1000772|Granisetron|35708202|Nausea
1000772-35708207|1000772|Granisetron|35708207|Retching
1000772-35708690|1000772|Granisetron|35708690|Dry mouth
1000772-35738100|1000772|Granisetron|35738100|Constipation
1000772-35808800|1000772|Granisetron|35808800|Application site erythema
1000772-35808810|1000772|Granisetron|35808810|Application site irritation
1000772-35808816|1000772|Granisetron|35808816|Application site pain
1000772-35808822|1000772|Granisetron|35808822|Application site pruritus
1000772-35808824|1000772|Granisetron|35808824|Application site rash
1000772-35808825|1000772|Granisetron|35808825|Application site reaction
1000772-35809072|1000772|Granisetron|35809072|Asthenia
1000772-35809130|1000772|Granisetron|35809130|Flushing
1000772-35809221|1000772|Granisetron|35809221|Generalised oedema
1000772-36009711|1000772|Granisetron|36009711|Hypersensitivity
1000772-36045300|1000772|Granisetron|36045300|Anaphylactic reaction
1000772-36045469|1000772|Granisetron|36045469|Urticaria
1000772-36311923|1000772|Granisetron|36311923|Electrocardiogram QT prolonged
1000772-36313524|1000772|Granisetron|36313524|Alanine aminotransferase increased
1000772-36313534|1000772|Granisetron|36313534|Aspartate aminotransferase increased
1000772-36313605|1000772|Granisetron|36313605|Transaminases increased
1000772-36360789|1000772|Granisetron|36360789|Gamma-glutamyltransferase increased
1000772-36416514|1000772|Granisetron|36416514|Decreased appetite
1000772-36516812|1000772|Granisetron|36516812|Arthralgia
1000772-36718199|1000772|Granisetron|36718199|Dyskinesia
1000772-36718321|1000772|Granisetron|36718321|Somnolence
1000772-36718555|1000772|Granisetron|36718555|Insomnia
1000772-36774818|1000772|Granisetron|36774818|Headache
1000772-36775218|1000772|Granisetron|36775218|Extrapyramidal disorder
1000772-36775281|1000772|Granisetron|36775281|Dystonia
1000772-37383977|1000772|Granisetron|37383977|Rash
1036233-35205025|1036233|sucralfate|35205025|Dizziness
1036233-35406392|1036233|sucralfate|35406392|Vertigo
1036233-35707754|1036233|sucralfate|35707754|Bezoar
1036233-35708093|1036233|sucralfate|35708093|Diarrhoea
1036233-35708100|1036233|sucralfate|35708100|Constipation
1036233-35708108|1036233|sucralfate|35708108|Impaired gastric emptying
1036233-35708139|1036233|sucralfate|35708139|Dyspepsia
1036233-35708153|1036233|sucralfate|35708153|Flatulence
1036233-35708202|1036233|sucralfate|35708202|Nausea
1036233-35708208|1036233|sucralfate|35708208|Vomiting
1036233-35708690|1036233|sucralfate|35708690|Dry mouth
1036233-35809234|1036233|sucralfate|35809234|Discomfort
1036233-36009711|1036233|sucralfate|36009711|Hypersensitivity
1036233-36009762|1036233|sucralfate|36009762|Angioedema
1036233-36009783|1036233|sucralfate|36009783|Urticaria
1036233-36110704|1036233|sucralfate|36110704|Rhinitis
1036233-36315469|1036233|sucralfate|36315469|Blood albumin
1036233-36316211|1036233|sucralfate|36316211|Blood aluminium
1036233-36316425|1036233|sucralfate|36316425|Transferrin
1036233-36416549|1036233|sucralfate|36416549|Osteomalacia
1036233-36516769|1036233|sucralfate|36516769|Osteodystrophy
1036233-36516951|1036233|sucralfate|36516951|Back pain
1036233-36718119|1036233|sucralfate|36718119|Encephalopathy
1036233-36718132|1036233|sucralfate|36718132|Headache
1036233-36718321|1036233|sucralfate|36718321|Somnolence
1036233-36718555|1036233|sucralfate|36718555|Insomnia
