source_concept_code|source_concept_name|concept_code|concept_name|concept_id|concept_class_id												
D003620|Dantrolene|3105|Dantrolene|711714|Ingredient												
D004053|Diethylpropion|3389|Diethylpropion|725822|Ingredient												
D064699|Dexmethylphenidate|352372|dexmethylphenidate|731533|Ingredient												
C072506|rivastigmine|183379|rivastigmine|733523|Ingredient												
D004491|Edrophonium|3752|Edrophonium|740924|Ingredient												
C049109|zolpidem|39993|zolpidem|744740|Ingredient												
D011324|Primidone|8691|Primidone|751347|Ingredient												
D007520|Isocarboxazid|6011|Isocarboxazid|781705|Ingredient												
D013619|Tacrine|10318|Tacrine|836654|Ingredient												
D013693|Temazepam|10355|Temazepam|836715|Ingredient												
C120481|ciclesonide|274964|ciclesonide|902938|Ingredient												
C072630|isopropyl unoprostone|135313|isopropyl unoprostone|915829|Ingredient												
D009892|Opium|7676|Opium|923829|Ingredient												
D010426|Pentosan Polysulfate|155046|Pentosan Polysulfate|924151|Ingredient												
C047638|alfuzosin|17300|alfuzosin|930021|Ingredient												
C061131|sertaconazole|36435|sertaconazole|939134|Ingredient												
C004686|clocortolone|21249|clocortolone|950882|Ingredient												
C506401|lubiprostone|623033|lubiprostone|987366|Ingredient												
D009241|Ipratropium|7213|Ipratropium|1112921|Ingredient												
D009270|Naloxone|7242|Naloxone|1114220|Ingredient												
D010098|Oxycodone|7804|Oxycodone|1124957|Ingredient												
D010111|Oxymorphone|7814|Oxymorphone|1125765|Ingredient												
D000111|Acetylcysteine|197|Acetylcysteine|1139042|Ingredient												
C093875|montelukast|88249|montelukast|1154161|Ingredient												
D007052|Ibuprofen|5640|Ibuprofen|1177480|Ingredient												
D017308|Etodolac|24605|Etodolac|1195492|Ingredient												
C081247|tinzaparin|69646|tinzaparin|1308473|Ingredient												
D003609|Dactinomycin|3100|Dactinomycin|1311443|Ingredient												
D001262|Atenolol|1202|Atenolol|1314002|Ingredient												
D001539|Bendroflumethiazide|1369|Bendroflumethiazide|1316354|Ingredient												
C044946|benazepril|18867|benazepril|1335471|Ingredient												
C030852|vinorelbine|39541|vinorelbine|1343346|Ingredient												
C090450|anastrozole|84857|anastrozole|1348265|Ingredient												
D011224|Prazosin|8629|Prazosin|1350489|Ingredient												
C488369|dasatinib|475342|dasatinib|1358436|Ingredient												
C029256|histrelin|50975|histrelin|1366773|Ingredient												
C021139|anagrelide|596724|anagrelide|1381253|Ingredient												
C025910|dimethyl sulfone|23247|methylsulfonylmethane|1389780|Ingredient												
D008713|Methimazole|6835|Methimazole|1504620|Ingredient												
C060836|pioglitazone|33738|pioglitazone|1525215|Ingredient												
D011345|Fenofibrate|8703|Fenofibrate|1551803|Ingredient												
D000198|Spectinomycin|270|Spectinomycin|1701651|Ingredient												
C099245|doripenem|119771|doripenem|1713905|Ingredient												
C098010|linezolid|190376|linezolid|1736887|Ingredient												
C106538|abacavir|190521|abacavir|1736971|Ingredient												
C112035|lopinavir|195088|lopinavir|1738170|Ingredient												
C075375|grepafloxacin|83719|grepafloxacin|1747032|Ingredient												
D015774|Ganciclovir|4678|Ganciclovir|1757803|Ingredient												
D012254|Ribavirin|9344|Ribavirin|1762711|Ingredient												
D006118|Griseofulvin|5021|Griseofulvin|1763779|Ingredient												
D002438|Cefoperazone|2184|Cefoperazone|1773402|Ingredient												
D007486|Ipecac|5975|Ipecac|1781321|Ingredient												
D007612|Kanamycin|6099|Kanamycin|1784749|Ingredient												
D053139|Oseltamivir|260101|Oseltamivir|1799139|Ingredient												
D017762|Nadroparin|67031|Nadroparin|19001014|Ingredient												
D013578|Synephrine|10288|Synephrine|19001477|Ingredient												
C039725|Corynebacterium parvum vaccine|102971|Corynebacterium parvum vaccine|19001758|Ingredient												
C038950|cefpirome|27130|cefpirome|19001904|Ingredient												
C008079|hydroxypropylcellulose|27291|hydroxypropylcellulose|19002257|Ingredient												
D008696|Methandrostenolone|6818|Methandrostenolone|19004098|Ingredient												
C100193|demecarium|107771|Demecarium|19004718|Ingredient												
D014266|Trientine|10798|Trientine|19004969|Ingredient												
D014292|Trimetazidine|10826|Trimetazidine|19005626|Ingredient												
D014048|Tolonium Chloride|10638|Tolonium chloride|19008782|Ingredient												
D014810|Vitamin E|11256|Vitamin E|19009540|Ingredient												
C097365|benzquercin|117896|benzquercin|19011094|Ingredient												
C084101|doramectin|73455|doramectin|19017646|Ingredient												
C010843|aloxiprin|17393|aloxiprin|19018432|Ingredient												
C009999|benzonidazole|18994|benzonidazole|19018545|Ingredient												
C100065|flucloronide|190410|flucloronide|19018550|Ingredient												
C501920|SIRPA protein	 human|193881|PTPNS1 protein	 human|19018632|Ingredient										
C036007|bopindolol|19605|bopindolol|19018640|Ingredient												
C037079|brodimoprim|19727|brodimoprim|19018742|Ingredient												
C006854|butyl chloride|19900|butyl chloride|19020950|Ingredient												
D009609|Nitrous Oxide|7486|Nitrous Oxide|19021129|Ingredient												
D001629|Bezafibrate|1525|Bezafibrate|19022956|Ingredient												
D009827|Oleandomycin|7629|Oleandomycin|19023254|Ingredient												
C035838|danaparoid|78484|danaparoid|19026343|Ingredient												
C006068|propylparaben|34706|propylparaben|19029215|Ingredient												
C026191|diethylamine salicylate|162592|diethylamine salicylate|19029278|Ingredient												
C003237|proxyphylline|34906|proxyphylline|19029547|Ingredient												
C006470|allylpropymal|17381|aprobarbital|19030299|Ingredient												
D015649|Pentostatin|8011|Pentostatin|19031224|Ingredient												
C006578|anethole|17881|anethole|19032630|Ingredient												
D002019|Bufexamac|1796|Bufexamac|19032724|Ingredient												
D010630|Phenindione|8130|Phenindione|19033934|Ingredient												
C471996|deracoxib|356834|deracoxib|19036391|Ingredient												
C116664|tolvaptan|358257|tolvaptan|19036797|Ingredient												
D051523|Palifermin|196319|Palifermin|19038562|Ingredient												
C005200|sodium metabisulfite|36696|sodium metabisulfite|19039874|Ingredient												
C035458|testosterone 17-phenylpropionate|37855|testosterone 17-phenylpropionate|19041536|Ingredient												
D001712|Biperiden|1589|Biperiden|724908|Ingredient												
D010546|Perphenazine|8076|Perphenazine|733008|Ingredient												
D004949|Estazolam|4077|Estazolam|748010|Ingredient												
D014031|Tobramycin|10627|Tobramycin|902722|Ingredient												
D001556|Lindane|1388|Lindane|916751|Ingredient												
D009761|Nystatin|7597|Nystatin|922570|Ingredient												
D026023|Permethrin|33199|Permethrin|922868|Ingredient												
D020117|Cisapride|35255|Cisapride|932196|Ingredient												
C025173|basic aluminum carbonate gel|18789|basic aluminum carbonate gel|934431|Ingredient												
C002170|bismuth subgallate|19476|bismuth subgallate|937725|Ingredient												
C055139|pemirolast|19551|pemirolast|938362|Ingredient												
C005686|sodium carbonate|36685|sodium carbonate|939863|Ingredient												
C025026|sodium sulfite|36723|sodium sulfite|939979|Ingredient												
C064276|pantoprazole|40790|pantoprazole|948078|Ingredient												
D011413|Propantheline|8761|Propantheline|953391|Ingredient												
C014477|diflorasone|91311|Diflorasone|960988|Ingredient												
C084597|chlorcyclizine|2354|chlorcyclizine|990413|Ingredient												
C100063|dyclonine|23744|dyclonine|992308|Ingredient												
D008353|Mannitol|6628|Mannitol|994058|Ingredient												
C007894|guar gum|26344|guar gum|1000979|Ingredient												
D014002|Stannous Fluoride|10030|Stannous Fluoride|1036094|Ingredient												
D013455|Sulfur|10223|Sulfur|1036525|Ingredient												
C015372|iodinated glycerol|27723|iodinated glycerol|1103137|Ingredient												
C409045|almotriptan|279645|almotriptan|1103552|Ingredient												
D002077|Butorphanol|1841|Butorphanol|1133732|Ingredient												
C011410|bromodiphenhydramine|19759|bromodiphenhydramine|1139216|Ingredient												
D006052|Aurothiomalate|42547|Aurothiomalate|1152134|Ingredient												
D011431|Dextropropoxyphene|8785|Propoxyphene|1153664|Ingredient												
D008535|Megestrol|6703|Megestrol|1300978|Ingredient												
D000241|Adenosine|296|Adenosine|1309204|Ingredient												
D003606|Dacarbazine|3098|Dacarbazine|1311409|Ingredient												
D003630|Daunorubicin|3109|Daunorubicin|1311799|Ingredient												
C031942|argatroban|15202|argatroban|1322207|Ingredient												
D004280|Dobutamine|3616|Dobutamine|1337720|Ingredient												
D011344|Procarbazine|8702|Procarbazine|1351779|Ingredient												
D005485|Flutamide|4508|Flutamide|1356461|Ingredient												
D005944|Glucosamine|4845|Glucosamine|1360332|Ingredient												
D019808|Losartan|52175|Losartan|1367500|Ingredient												
D013015|Sotalol|9947|Sotalol|1370109|Ingredient												
D007741|Labetalol|6185|Labetalol|1386957|Ingredient												
C469428|bevacizumab|253337|bevacizumab|1397141|Ingredient												
D000616|Aminoglutethimide|677|Aminoglutethimide|1503057|Ingredient												
D015735|Mifepristone|6964|Mifepristone|1508439|Ingredient												
C105111|insulin detemir|139825|insulin detemir|1516976|Ingredient												
D019821|Simvastatin|36567|Simvastatin|1539403|Ingredient												
D011441|Propylthiouracil|8794|Propylthiouracil|1554072|Ingredient												
C447442|somatrem|56570|somatrem|1578181|Ingredient												
D016912|Levonorgestrel|6373|Levonorgestrel|1589505|Ingredient												
D002996|Clomiphene|2596|Clomiphene|1598819|Ingredient												
D008911|Minocycline|6980|Minocycline|1708880|Ingredient												
D017963|Azithromycin|18631|Azithromycin|1734104|Ingredient												
C011674|bacampicillin|18687|bacampicillin|1734205|Ingredient												
C041359|terbinafine|37801|terbinafine|1741309|Ingredient												
D011718|Pyrazinamide|8987|Pyrazinamide|1759455|Ingredient												
D012293|Rifampin|9384|Rifampin|1763204|Ingredient												
D006861|Hydrogen Peroxide|5499|Hydrogen Peroxide|1776430|Ingredient												
C095108|amprenavir|228656|Amprenavir|1789428|Ingredient												
D013185|Squalene|10014|Squalene|19000381|Ingredient												
C044834|iodixanol|27729|iodixanol|19003201|Ingredient												
C038192|iopromide|27781|iopromide|19003206|Ingredient												
C008170|citric acid	 iron	 sorbitol drug combination|27824|iron sorbitex|19003345|Ingredient										
C020382|isoconazole|27901|isoconazole|19003491|Ingredient												
D008701|Methapyrilene|6822|Methapyrilene|19004158|Ingredient												
D005942|Copper Gluconate|2839|Copper Gluconate|19004810|Ingredient												
D014449|Tyrothricin|10968|Tyrothricin|19006842|Ingredient												
D014494|Unithiol|10991|Unithiol|19006874|Ingredient												
D013976|Tiapride|10588|Tiapride|19008012|Ingredient												
D014749|Vincamine|11201|Vincamine|19008269|Ingredient												
D014751|Vindesine|11204|Vindesine|19008336|Ingredient												
D014373|Tuberculin|10908|Tuberculin|19010871|Ingredient												
D009173|Mycophenolic Acid|7145|Mycophenolic Acid|19012565|Ingredient												
C095285|silodosin|720825|silodosin|19012925|Ingredient												
C055632|myrtol|174965|myrtol|19018433|Ingredient												
D002118|Calcium|1895|Calcium|19018544|Ingredient												
C047723|benzophenone|18997|benzophenone|19018546|Ingredient												
C013855|bromopride|19768|bromopride|19018980|Ingredient												
C000987|4	4'-oxydi-2-butanol|14699|dihydroxybutyl ether|19019950|Ingredient											
C005396|phenacemide|33253|phenacemide|19023286|Ingredient												
C004377|pipenzolate|33743|pipenzolate|19025284|Ingredient												
D004049|Diethylcarbamazine|3384|Diethylcarbamazine|19025698|Ingredient												
C013216|potassium phosphate|34322|potassium phosphate|19027362|Ingredient												
